,fyear,State,Democratic_Lean,State_name
789,2013,VT,36.49451765278125,VERMONT
790,2014,VT,30.37285264764074,VERMONT
791,2015,VT,30.37285264764074,VERMONT
792,2016,VT,30.37285264764074,VERMONT
793,2017,VT,30.37285264764074,VERMONT
794,2018,VT,36.59837310561312,VERMONT
795,2019,VT,36.59837310561312,VERMONT
796,2020,VT,36.59837310561312,VERMONT
797,2021,VT,36.59837310561312,VERMONT
798,2022,VT,36.59837310561312,VERMONT
803,2010,WA,15.256596541243695,WASHINGTON
804,2011,WA,15.256596541243695,WASHINGTON
805,2012,WA,15.256596541243695,WASHINGTON
806,2013,WA,15.256596541243695,WASHINGTON
807,2014,WA,17.573862400129535,WASHINGTON
808,2015,WA,17.573862400129535,WASHINGTON
809,2016,WA,17.573862400129535,WASHINGTON
810,2017,WA,17.573862400129535,WASHINGTON
811,2018,WA,19.85100636958139,WASHINGTON
812,2019,WA,19.85100636958139,WASHINGTON
813,2020,WA,19.85100636958139,WASHINGTON
814,2021,WA,19.85100636958139,WASHINGTON
815,2022,WA,19.85100636958139,WASHINGTON
820,2010,WI,6.926859965744825,WISCONSIN
821,2011,WI,6.926859965744825,WISCONSIN
822,2012,WI,6.926859965744825,WISCONSIN
823,2013,WI,6.926859965744825,WISCONSIN
824,2014,WI,-0.8159780760594302,WISCONSIN
825,2015,WI,-0.8159780760594302,WISCONSIN
826,2016,WI,-0.8159780760594302,WISCONSIN
827,2017,WI,-0.8159780760594302,WISCONSIN
828,2018,WI,0.6381265330679895,WISCONSIN
829,2019,WI,0.6381265330679895,WISCONSIN
830,2020,WI,0.6381265330679895,WISCONSIN
831,2021,WI,0.6381265330679895,WISCONSIN
832,2022,WI,0.6381265330679895,WISCONSIN
837,2010,WV,-27.348595264085468,WEST VIRGINIA
838,2011,WV,-27.348595264085468,WEST VIRGINIA
839,2012,WV,-27.348595264085468,WEST VIRGINIA
840,2013,WV,-27.348595264085468,WEST VIRGINIA
841,2014,WV,-44.32210450259154,WEST VIRGINIA
842,2015,WV,-44.32210450259154,WEST VIRGINIA
843,2016,WV,-44.32210450259154,WEST VIRGINIA
844,2017,WV,-44.32210450259154,WEST VIRGINIA
845,2018,WV,-39.59706462784405,WEST VIRGINIA
846,2019,WV,-39.59706462784405,WEST VIRGINIA
847,2020,WV,-39.59706462784405,WEST VIRGINIA
848,2021,WV,-39.59706462784405,WEST VIRGINIA
849,2022,WV,-39.59706462784405,WEST VIRGINIA
854,2010,WY,-42.32126802304285,WYOMING
855,2011,WY,-42.32126802304285,WYOMING
856,2012,WY,-42.32126802304285,WYOMING
857,2013,WY,-42.32126802304285,WYOMING
858,2014,WY,-51.41063925830758,WYOMING
859,2015,WY,-51.41063925830758,WYOMING
860,2016,WY,-51.41063925830758,WYOMING
861,2017,WY,-51.41063925830758,WYOMING
862,2018,WY,-44.960868751170196,WYOMING
863,2019,WY,-44.960868751170196,WYOMING
864,2020,WY,-44.960868751170196,WYOMING
865,2021,WY,-44.960868751170196,WYOMING
866,2022,WY,-44.960868751170196,WYOMING
